id,code,name,external_id,normal_balance_type,eventually_consistent,is_account_set,velocity_context_values,status,created_at
01a07757-930d-7133-bbb5-9045c12884ac,LOCKCEIL-01a07757930d7133bbb59056d8114fcb-38,lock ceiling 38,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-9045c12884ac"", ""name"": ""lock ceiling 38"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-906513473715,LOCKCEIL-01a07757930d7133bbb5907602477d4a-39,lock ceiling 39,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-906513473715"", ""name"": ""lock ceiling 39"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-9086bb88f536,LOCKCEIL-01a07757930d7133bbb5909a8e1e64d6-40,lock ceiling 40,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-9086bb88f536"", ""name"": ""lock ceiling 40"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-90a119c28c29,LOCKCEIL-01a07757930d7133bbb590b558816d74-41,lock ceiling 41,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-90a119c28c29"", ""name"": ""lock ceiling 41"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-90cfcfdf0bc9,LOCKCEIL-01a07757930d7133bbb590ddd89858b9-42,lock ceiling 42,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-90cfcfdf0bc9"", ""name"": ""lock ceiling 42"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-90ef244042df,LOCKCEIL-01a07757930d7133bbb590ff3d8dfb57-43,lock ceiling 43,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-90ef244042df"", ""name"": ""lock ceiling 43"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-9104eea4d982,LOCKCEIL-01a07757930d7133bbb59118494f5d2b-44,lock ceiling 44,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-9104eea4d982"", ""name"": ""lock ceiling 44"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-91298b975a89,LOCKCEIL-01a07757930d7133bbb59131958f1846-45,lock ceiling 45,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-91298b975a89"", ""name"": ""lock ceiling 45"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-914b4f3c9cc7,LOCKCEIL-01a07757930d7133bbb59155476ac695-46,lock ceiling 46,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-914b4f3c9cc7"", ""name"": ""lock ceiling 46"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-916bd0bc16dc,LOCKCEIL-01a07757930d7133bbb59172ef2a6280-47,lock ceiling 47,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-916bd0bc16dc"", ""name"": ""lock ceiling 47"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-91837ea101b5,LOCKCEIL-01a07757930d7133bbb59192163e3b62-48,lock ceiling 48,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-91837ea101b5"", ""name"": ""lock ceiling 48"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-91a867690eed,LOCKCEIL-01a07757930d7133bbb591b5825d9543-49,lock ceiling 49,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-91a867690eed"", ""name"": ""lock ceiling 49"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-91cf9d4bdeaa,LOCKCEIL-01a07757930d7133bbb591d49796cf24-50,lock ceiling 50,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-91cf9d4bdeaa"", ""name"": ""lock ceiling 50"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-91e2849bf2e4,LOCKCEIL-01a07757930d7133bbb591fd7a86600d-51,lock ceiling 51,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-91e2849bf2e4"", ""name"": ""lock ceiling 51"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-920673552d6f,LOCKCEIL-01a07757930d7133bbb592109921921d-52,lock ceiling 52,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-920673552d6f"", ""name"": ""lock ceiling 52"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-922daef629c0,LOCKCEIL-01a07757930d7133bbb5923b497e1a49-53,lock ceiling 53,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-922daef629c0"", ""name"": ""lock ceiling 53"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-924a25fbe261,LOCKCEIL-01a07757930d7133bbb5925aa83e7c16-54,lock ceiling 54,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-924a25fbe261"", ""name"": ""lock ceiling 54"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930d-7133-bbb5-92607779cde7,LOCKCEIL-01a07757930d7133bbb59277eaa43e51-55,lock ceiling 55,,credit,f,f,"{""id"": ""01a07757-930d-7133-bbb5-92607779cde7"", ""name"": ""lock ceiling 55"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-1e99267ef5a1,LOCKCEIL-01a07757930e742182201ea625d46d3e-56,lock ceiling 56,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-1e99267ef5a1"", ""name"": ""lock ceiling 56"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-1eb76123b2a8,LOCKCEIL-01a07757930e742182201ec2265cad86-57,lock ceiling 57,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-1eb76123b2a8"", ""name"": ""lock ceiling 57"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-1ed54a974c40,LOCKCEIL-01a07757930e742182201ee77e16bcb8-58,lock ceiling 58,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-1ed54a974c40"", ""name"": ""lock ceiling 58"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-1ef5c64904b5,LOCKCEIL-01a07757930e742182201f00c568b527-59,lock ceiling 59,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-1ef5c64904b5"", ""name"": ""lock ceiling 59"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-1f13f504c755,LOCKCEIL-01a07757930e742182201f229a89478e-60,lock ceiling 60,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-1f13f504c755"", ""name"": ""lock ceiling 60"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-1f3fd3f1bb2a,LOCKCEIL-01a07757930e742182201f4ea1e1501d-61,lock ceiling 61,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-1f3fd3f1bb2a"", ""name"": ""lock ceiling 61"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-1f5a499ad2a1,LOCKCEIL-01a07757930e742182201f61695a99eb-62,lock ceiling 62,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-1f5a499ad2a1"", ""name"": ""lock ceiling 62"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-1f7af1539309,LOCKCEIL-01a07757930e742182201f85a6f43a57-63,lock ceiling 63,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-1f7af1539309"", ""name"": ""lock ceiling 63"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-1f9083e8499c,LOCKCEIL-01a07757930e742182201fad2e58fb15-64,lock ceiling 64,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-1f9083e8499c"", ""name"": ""lock ceiling 64"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-1fb8ba1dc7d2,LOCKCEIL-01a07757930e742182201fc586e8cb9d-65,lock ceiling 65,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-1fb8ba1dc7d2"", ""name"": ""lock ceiling 65"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-1fd50683038b,LOCKCEIL-01a07757930e742182201fe23ab5a3a7-66,lock ceiling 66,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-1fd50683038b"", ""name"": ""lock ceiling 66"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-1ff2ce2f83be,LOCKCEIL-01a07757930e742182202004381e3281-67,lock ceiling 67,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-1ff2ce2f83be"", ""name"": ""lock ceiling 67"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-2018a440246e,LOCKCEIL-01a07757930e74218220202ee1f8ebe4-68,lock ceiling 68,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-2018a440246e"", ""name"": ""lock ceiling 68"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-203c378ca917,LOCKCEIL-01a07757930e742182202041f9467ee1-69,lock ceiling 69,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-203c378ca917"", ""name"": ""lock ceiling 69"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-205eebf6c8c6,LOCKCEIL-01a07757930e7421822020625bf5ca8e-70,lock ceiling 70,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-205eebf6c8c6"", ""name"": ""lock ceiling 70"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-207a49d40a34,LOCKCEIL-01a07757930e74218220208c8ce4bb19-71,lock ceiling 71,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-207a49d40a34"", ""name"": ""lock ceiling 71"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-20947a226642,LOCKCEIL-01a07757930e7421822020a2f91fbbbc-72,lock ceiling 72,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-20947a226642"", ""name"": ""lock ceiling 72"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930e-7421-8220-20b186d35cef,LOCKCEIL-01a07757930e7421822020ccc7b10939-73,lock ceiling 73,,credit,f,f,"{""id"": ""01a07757-930e-7421-8220-20b186d35cef"", ""name"": ""lock ceiling 73"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-62a056454161,LOCKCEIL-01a07757930f7fc0b97b62b472ec2ed9-74,lock ceiling 74,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-62a056454161"", ""name"": ""lock ceiling 74"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-62c5a41e850d,LOCKCEIL-01a07757930f7fc0b97b62d5c5b9cb14-75,lock ceiling 75,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-62c5a41e850d"", ""name"": ""lock ceiling 75"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-62e03795188a,LOCKCEIL-01a07757930f7fc0b97b62f32d4f96aa-76,lock ceiling 76,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-62e03795188a"", ""name"": ""lock ceiling 76"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-6303234b95e8,LOCKCEIL-01a07757930f7fc0b97b631b8fac6a33-77,lock ceiling 77,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-6303234b95e8"", ""name"": ""lock ceiling 77"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-6320f0417bb6,LOCKCEIL-01a07757930f7fc0b97b633a8cc69d31-78,lock ceiling 78,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-6320f0417bb6"", ""name"": ""lock ceiling 78"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-634314e52ea8,LOCKCEIL-01a07757930f7fc0b97b6358815396e3-79,lock ceiling 79,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-634314e52ea8"", ""name"": ""lock ceiling 79"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-63660e758bbe,LOCKCEIL-01a07757930f7fc0b97b6379ef9a2cb9-80,lock ceiling 80,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-63660e758bbe"", ""name"": ""lock ceiling 80"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-6388858cb3ad,LOCKCEIL-01a07757930f7fc0b97b6397cce44257-81,lock ceiling 81,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-6388858cb3ad"", ""name"": ""lock ceiling 81"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-63abae623ce8,LOCKCEIL-01a07757930f7fc0b97b63b8ed9a49ed-82,lock ceiling 82,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-63abae623ce8"", ""name"": ""lock ceiling 82"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-63c9a6365d08,LOCKCEIL-01a07757930f7fc0b97b63ddf01c5e1b-83,lock ceiling 83,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-63c9a6365d08"", ""name"": ""lock ceiling 83"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-63ea62efbbe4,LOCKCEIL-01a07757930f7fc0b97b63fb95bdcdcd-84,lock ceiling 84,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-63ea62efbbe4"", ""name"": ""lock ceiling 84"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-64041b788970,LOCKCEIL-01a07757930f7fc0b97b6416109ec35c-85,lock ceiling 85,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-64041b788970"", ""name"": ""lock ceiling 85"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-64220fa69571,LOCKCEIL-01a07757930f7fc0b97b6434a6ad75a1-86,lock ceiling 86,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-64220fa69571"", ""name"": ""lock ceiling 86"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-6447b87b23f0,LOCKCEIL-01a07757930f7fc0b97b6457d310db5d-87,lock ceiling 87,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-6447b87b23f0"", ""name"": ""lock ceiling 87"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-646c8564dd8b,LOCKCEIL-01a07757930f7fc0b97b6473655a22dd-88,lock ceiling 88,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-646c8564dd8b"", ""name"": ""lock ceiling 88"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-648f3e8bf975,LOCKCEIL-01a07757930f7fc0b97b649724babd9b-89,lock ceiling 89,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-648f3e8bf975"", ""name"": ""lock ceiling 89"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-64a033f5f329,LOCKCEIL-01a07757930f7fc0b97b64b82ec4cfc5-90,lock ceiling 90,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-64a033f5f329"", ""name"": ""lock ceiling 90"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-64c0233baa96,LOCKCEIL-01a07757930f7fc0b97b64d42d2b4466-91,lock ceiling 91,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-64c0233baa96"", ""name"": ""lock ceiling 91"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-64ee6e76487a,LOCKCEIL-01a07757930f7fc0b97b64ff924faa5a-92,lock ceiling 92,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-64ee6e76487a"", ""name"": ""lock ceiling 92"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-650bce75d05a,LOCKCEIL-01a07757930f7fc0b97b65148fb6ca34-93,lock ceiling 93,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-650bce75d05a"", ""name"": ""lock ceiling 93"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-652036857714,LOCKCEIL-01a07757930f7fc0b97b653adb7e8727-94,lock ceiling 94,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-652036857714"", ""name"": ""lock ceiling 94"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-654beca06db8,LOCKCEIL-01a07757930f7fc0b97b655336a157aa-95,lock ceiling 95,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-654beca06db8"", ""name"": ""lock ceiling 95"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-656afca1804d,LOCKCEIL-01a07757930f7fc0b97b657a2559c441-96,lock ceiling 96,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-656afca1804d"", ""name"": ""lock ceiling 96"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-65827166d8a8,LOCKCEIL-01a07757930f7fc0b97b659de873e31c-97,lock ceiling 97,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-65827166d8a8"", ""name"": ""lock ceiling 97"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-65a769623137,LOCKCEIL-01a07757930f7fc0b97b65bac553b3b5-98,lock ceiling 98,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-65a769623137"", ""name"": ""lock ceiling 98"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-65c4c47b8e76,LOCKCEIL-01a07757930f7fc0b97b65de8b9c9074-99,lock ceiling 99,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-65c4c47b8e76"", ""name"": ""lock ceiling 99"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-65e8a8d1d802,LOCKCEIL-01a07757930f7fc0b97b65fa0346a2f7-100,lock ceiling 100,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-65e8a8d1d802"", ""name"": ""lock ceiling 100"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-6601137b7cbb,LOCKCEIL-01a07757930f7fc0b97b6618c41d604a-101,lock ceiling 101,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-6601137b7cbb"", ""name"": ""lock ceiling 101"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-66293c2fed06,LOCKCEIL-01a07757930f7fc0b97b6632ac85385a-102,lock ceiling 102,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-66293c2fed06"", ""name"": ""lock ceiling 102"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-664605926228,LOCKCEIL-01a07757930f7fc0b97b665257e389f9-103,lock ceiling 103,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-664605926228"", ""name"": ""lock ceiling 103"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-6664569a4604,LOCKCEIL-01a07757930f7fc0b97b667a90f0d556-104,lock ceiling 104,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-6664569a4604"", ""name"": ""lock ceiling 104"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-6681fd156e05,LOCKCEIL-01a07757930f7fc0b97b66908377340c-105,lock ceiling 105,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-6681fd156e05"", ""name"": ""lock ceiling 105"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-66a971d61035,LOCKCEIL-01a07757930f7fc0b97b66b3e189e9b5-106,lock ceiling 106,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-66a971d61035"", ""name"": ""lock ceiling 106"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-66c43f9dccc8,LOCKCEIL-01a07757930f7fc0b97b66df3a966448-107,lock ceiling 107,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-66c43f9dccc8"", ""name"": ""lock ceiling 107"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-930f-7fc0-b97b-66e116f4af6e,LOCKCEIL-01a077579310727293cd3512b535c5b5-108,lock ceiling 108,,credit,f,f,"{""id"": ""01a07757-930f-7fc0-b97b-66e116f4af6e"", ""name"": ""lock ceiling 108"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-9310-7272-93cd-352bf1d47e68,LOCKCEIL-01a077579310727293cd3535da71d557-109,lock ceiling 109,,credit,f,f,"{""id"": ""01a07757-9310-7272-93cd-352bf1d47e68"", ""name"": ""lock ceiling 109"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-9310-7272-93cd-3547905bde62,LOCKCEIL-01a077579310727293cd355ca1b3245b-110,lock ceiling 110,,credit,f,f,"{""id"": ""01a07757-9310-7272-93cd-3547905bde62"", ""name"": ""lock ceiling 110"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-9310-7272-93cd-356d16d777e7,LOCKCEIL-01a077579310727293cd357e6f8efcd1-111,lock ceiling 111,,credit,f,f,"{""id"": ""01a07757-9310-7272-93cd-356d16d777e7"", ""name"": ""lock ceiling 111"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-9310-7272-93cd-358e0cfd802e,LOCKCEIL-01a077579310727293cd359902de4ac8-112,lock ceiling 112,,credit,f,f,"{""id"": ""01a07757-9310-7272-93cd-358e0cfd802e"", ""name"": ""lock ceiling 112"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-9310-7272-93cd-35a788bc3f62,LOCKCEIL-01a077579310727293cd35b840bb36fe-113,lock ceiling 113,,credit,f,f,"{""id"": ""01a07757-9310-7272-93cd-35a788bc3f62"", ""name"": ""lock ceiling 113"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-9310-7272-93cd-35c7b1486fc2,LOCKCEIL-01a077579310727293cd35df42221e3a-114,lock ceiling 114,,credit,f,f,"{""id"": ""01a07757-9310-7272-93cd-35c7b1486fc2"", ""name"": ""lock ceiling 114"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
01a07757-9310-7272-93cd-35ef2830966b,LOCKCEIL-01a077579310727293cd35fbb101450c-115,lock ceiling 115,,credit,f,f,"{""id"": ""01a07757-9310-7272-93cd-35ef2830966b"", ""name"": ""lock ceiling 115"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:30:23.414343+00
