id,sequence,payload,tracing_context,recorded_at
10180465-cd41-472c-9bdb-b8993021379b,1692,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-9e1f-7330-bb0d-51c84b5c4ee0"", ""layer"": ""Pending"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 5, ""direction"": ""debit"", ""account_id"": ""01a07757-9dcb-76e1-8828-1f242afd1d85"", ""entry_type"": ""TEST_USD_PENDING_DR"", ""journal_id"": ""01a07757-99b6-7ff0-bf13-83dd6ad07a1e"", ""description"": null, ""transaction_id"": ""01a07757-9e02-7ee2-bfb8-d7fce9fb5c3f""}}",,2026-09-06 15:30:25.924398+00
101a9819-218e-4196-92c6-caa3854e2715,3778,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a57b-7882-879a-2c678fedeb4c"", ""layer"": ""Pending"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 5, ""direction"": ""debit"", ""account_id"": ""01a07757-931d-7ef2-883f-b37a51a26db2"", ""entry_type"": ""TEST_USD_PENDING_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a536-7d53-927f-4cfaddad0728""}}",,2026-09-06 15:30:27.812062+00
104816d0-917b-4770-b213-4925695f5cbf,4254,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a5ea-7b50-9a29-94b6d6eb68ec"", ""layer"": ""Pending"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 5, ""direction"": ""debit"", ""account_id"": ""01a07757-9324-7242-8d26-624ba956ccb8"", ""entry_type"": ""TEST_USD_PENDING_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a537-74a3-a019-109d721c48b8""}}",,2026-09-06 15:30:27.812062+00
1054ec8d-9c91-4c08-a01c-ee4f090535c9,818,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-930d-7133-bbb5-920673552d6f"", ""code"": ""LOCKCEIL-01a07757930d7133bbb592109921921d-52"", ""name"": ""lock ceiling 52"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
1068614e-453b-4905-aa0a-806a6706692d,563,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-713d-75c1-8515-63c37e04d736"", ""layer"": ""Pending"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 6, ""direction"": ""credit"", ""account_id"": ""01a07757-6bf2-76a0-8d5d-f2bf7c8f045b"", ""entry_type"": ""TEST_USD_PENDING_CR"", ""journal_id"": ""01a07757-6b0e-73b3-8af0-a4bbdc35ed0e"", ""description"": null, ""transaction_id"": ""01a07757-7135-7402-9ff6-f045e3dc10cf""}}",,2026-09-06 15:30:14.45518+00
1068f739-ffb0-4c10-af54-7554d1d9aa55,1140,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-931c-7ca1-9d6f-332bed5d3760"", ""code"": ""LOCKCEIL-01a07757931c7ca19d6f3333be887eda-374"", ""name"": ""lock ceiling 374"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
106d61c9-c078-4cb4-99ad-475f199864da,3838,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a58a-70a1-93d8-343f3703b111"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": null, ""sequence"": 2, ""direction"": ""credit"", ""account_id"": ""01a07757-931e-7f31-85a6-7bd411094922"", ""entry_type"": ""TEST_BTC_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a536-7d53-927f-4d84f636503e""}}",,2026-09-06 15:30:27.812062+00
10762aee-0b88-468d-8d38-8f0a4d1a32be,3359,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a2d6-7763-8b00-3a545511c88d"", ""layer"": ""Pending"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 6, ""direction"": ""credit"", ""account_id"": ""01a07757-9312-7c83-afc2-242d632bef61"", ""entry_type"": ""TEST_USD_PENDING_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a223-7961-ab24-e1e27668c94b""}}",,2026-09-06 15:30:27.026135+00
10778438-ce52-44c1-b317-67a7f21fc4f7,4054,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a5c0-7ac3-99eb-b9c336dfc8d6"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": {""sender"": ""01a07757-931f-7852-a7a0-a43c9916b843""}, ""sequence"": 1, ""direction"": ""debit"", ""account_id"": ""01a07757-931f-7852-a7a0-a43c9916b843"", ""entry_type"": ""TEST_BTC_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a537-74a3-a019-0edc8f687974""}}",,2026-09-06 15:30:27.812062+00
1087669e-085c-477c-9fda-4c12fbc6d253,3437,"{""type"": ""transaction_created"", ""transaction"": {""id"": ""01a07757-a224-7902-a4bd-3786cfd78a95"", ""version"": 1, ""metadata"": {""foo"": ""bar""}, ""effective"": ""2026-09-06"", ""entry_ids"": [""01a07757-a2f1-7f63-a09e-76be9c4dac7e"", ""01a07757-a2f1-7f63-a09e-76c7fe6f18f5"", ""01a07757-a2f1-7f63-a09e-76d5c9b82541"", ""01a07757-a2f2-7982-b0dc-3748333f1abd"", ""01a07757-a2f2-7982-b0dc-3752a4ccea10"", ""01a07757-a2f2-7982-b0dc-3769e51ea02f""], ""created_at"": ""2026-09-06T15:30:27.026135Z"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""external_id"": null, ""modified_at"": ""2026-09-06T15:30:27.026135Z"", ""correlation_id"": ""01a07757-a224-7902-a4bd-3786cfd78a95"", ""tx_template_id"": ""01a07757-920b-70c0-aaa2-cdc1b16ae111""}}",,2026-09-06 15:30:27.026135+00
109012a5-3295-443b-8f66-e013586524b5,3004,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a262-7a01-914d-a5900d41cefb"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": {""sender"": ""01a07757-9311-7b62-92b5-040b10e5e10b""}, ""sequence"": 1, ""direction"": ""debit"", ""account_id"": ""01a07757-9311-7b62-92b5-040b10e5e10b"", ""entry_type"": ""TEST_BTC_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a223-7961-ab24-decfd6639d2b""}}",,2026-09-06 15:30:27.026135+00
109808a6-cf8b-4f1c-abd2-65b4084ffc08,1551,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-9330-7793-a5c3-aa03acad6e89"", ""code"": ""LOCKCEIL-01a0775793307793a5c3aa154a4ffe30-785"", ""name"": ""lock ceiling 785"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
109e41e6-369d-4369-ad29-f91bb2e06ee0,2464,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-9ef8-7c63-bfc9-b4ff5e2e88ef"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 3, ""direction"": ""debit"", ""account_id"": ""01a07757-9310-7272-93cd-3c83a73f1988"", ""entry_type"": ""TEST_USD_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-9e1b-7fe3-9b11-9f513bdebf7e""}}",,2026-09-06 15:30:25.94797+00
10a6837e-b5b6-47f7-ac09-8206249fda8d,501,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-6eab-7ee0-9743-96c6645b0752"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": {""sender"": ""01a07757-6d0e-71c0-90d1-1e538217472b""}, ""sequence"": 1, ""direction"": ""debit"", ""account_id"": ""01a07757-6d0e-71c0-90d1-1e538217472b"", ""entry_type"": ""TEST_BTC_DR"", ""journal_id"": ""01a07757-6cec-7a72-8dff-cbf874ec6d80"", ""description"": null, ""transaction_id"": ""01a07757-6ea1-7162-8ec4-4b38925419cd""}}",,2026-09-06 15:30:13.795713+00
10c23f11-5093-4697-9214-8b501d9eb80f,4984,"{""type"": ""transaction_created"", ""transaction"": {""id"": ""01a07757-a785-7bd1-a8ec-ad1a1d8eef4c"", ""version"": 1, ""metadata"": {""foo"": ""bar""}, ""effective"": ""2026-09-06"", ""entry_ids"": [""01a07757-a823-78c2-be43-64350279b343"", ""01a07757-a823-78c2-be43-6444b4d6348c"", ""01a07757-a823-78c2-be43-645d0ee3a333"", ""01a07757-a824-7110-b35a-c271eb6fb0fb"", ""01a07757-a824-7110-b35a-c28e6f1e2a4e"", ""01a07757-a824-7110-b35a-c29655890df0""], ""created_at"": ""2026-09-06T15:30:28.390981Z"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""external_id"": null, ""modified_at"": ""2026-09-06T15:30:28.390981Z"", ""correlation_id"": ""01a07757-a785-7bd1-a8ec-ad1a1d8eef4c"", ""tx_template_id"": ""01a07757-920b-70c0-aaa2-cdc1b16ae111""}}",,2026-09-06 15:30:28.390981+00
10cabc68-1caf-4abb-bff1-b5ccae849a12,3077,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a27c-7371-8091-d5df068de5ec"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 4, ""direction"": ""credit"", ""account_id"": ""01a07757-9312-7c83-afc2-1a28e1846c1d"", ""entry_type"": ""TEST_USD_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a223-7961-ab24-df6e059945ec""}}",,2026-09-06 15:30:27.026135+00
10cb87f2-d34c-42cc-b4ea-cfcb6d6ce4ab,2209,"{""type"": ""transaction_created"", ""transaction"": {""id"": ""01a07757-9e1a-7242-a0e7-671c449eba5b"", ""version"": 1, ""metadata"": {""foo"": ""bar""}, ""effective"": ""2026-09-06"", ""entry_ids"": [""01a07757-9e94-79b2-8091-b96890e4ce31"", ""01a07757-9e95-73b0-b759-7c2f441b125d"", ""01a07757-9e95-73b0-b759-7c34e2fc679c"", ""01a07757-9e95-73b0-b759-7c431f7364f2"", ""01a07757-9e96-70d3-809d-6ca5e2047d07"", ""01a07757-9e96-70d3-809d-6cb265cbb933""], ""created_at"": ""2026-09-06T15:30:25.947970Z"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""external_id"": null, ""modified_at"": ""2026-09-06T15:30:25.947970Z"", ""correlation_id"": ""01a07757-9e1a-7242-a0e7-671c449eba5b"", ""tx_template_id"": ""01a07757-920b-70c0-aaa2-cdc1b16ae111""}}",,2026-09-06 15:30:25.94797+00
10d76c6a-6088-453b-9935-838e55963fc2,1203,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-931e-7f31-85a6-7b591b1bec36"", ""code"": ""LOCKCEIL-01a07757931e7f3185a67b66b683143c-437"", ""name"": ""lock ceiling 437"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
10e174ee-4e80-4ee3-ace5-a23094d7ebd6,323,"{""type"": ""account_set_member_created"", ""member_id"": {""id"": ""01a07757-1658-7a10-87bc-40d599fb7dcb"", ""type"": ""Account""}, ""account_set_id"": ""01a07757-14b8-7ce0-abb3-b1d7ee1d9018""}",,2026-09-06 15:29:51.270245+00
10f25b52-4754-4c68-9b28-a8e48440f763,2133,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-9e74-7c02-84f2-dbfceca01c94"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": {""sender"": ""01a07757-930f-7fc0-b97b-62a056454161""}, ""sequence"": 1, ""direction"": ""debit"", ""account_id"": ""01a07757-930f-7fc0-b97b-62a056454161"", ""entry_type"": ""TEST_BTC_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-9e1a-7242-a0e7-666f9d55c001""}}",,2026-09-06 15:30:25.94797+00
10fe0fea-204d-4217-9274-359b506b94a6,4320,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a5fa-7291-bb58-8da70355f9af"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": {""sender"": ""01a07757-9326-7163-8c83-798f108fc3d4""}, ""sequence"": 1, ""direction"": ""debit"", ""account_id"": ""01a07757-9326-7163-8c83-798f108fc3d4"", ""entry_type"": ""TEST_BTC_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a537-74a3-a019-1133830911eb""}}",,2026-09-06 15:30:27.812062+00
1100db0a-92d5-41cd-8a9d-bb93ecfda353,794,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-930d-7133-bbb5-8f225609ebc7"", ""code"": ""LOCKCEIL-01a07757930d7133bbb58f3a2db630ea-29"", ""name"": ""lock ceiling 29"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
11137690-f4b4-4b87-aa01-3fb076df4f34,275,"{""type"": ""account_set_member_created"", ""member_id"": {""id"": ""01a07757-1397-7291-a0d2-cbf7d1fc3bb7"", ""type"": ""AccountSet""}, ""account_set_id"": ""01a07757-1361-7c41-9478-8112ee8bbe4a""}",,2026-09-06 15:29:50.560277+00
11225449-22c4-4d78-ac86-ca832b0e1a1e,123,"{""type"": ""account_set_created"", ""account_set"": {""id"": ""01a07757-09e8-71f3-913e-52db88699c99"", ""name"": ""batch-dense-14"", ""version"": 1, ""metadata"": null, ""journal_id"": ""01a07757-079f-7931-b396-6f33eb02fcb1"", ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:29:48.010309+00
112582e1-df56-4da4-aeb4-bc7cf8644069,2984,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a25b-7522-aaf0-4432a60452a5"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": null, ""sequence"": 2, ""direction"": ""credit"", ""account_id"": ""01a07757-9310-7272-93cd-40e5d36de4cc"", ""entry_type"": ""TEST_BTC_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a223-7961-ab24-de9b91541da9""}}",,2026-09-06 15:30:27.026135+00
112659ca-65ef-41ae-ba80-1ade9fa1a5df,260,"{""type"": ""account_set_member_created"", ""member_id"": {""id"": ""01a07757-0fec-7c30-bafa-bc1ac19feba1"", ""type"": ""Account""}, ""account_set_id"": ""01a07757-11f6-7ab3-937c-b7e1a5cee91f""}",,2026-09-06 15:29:50.34878+00
1134a974-6a2e-43f8-bd03-929cfb9b4647,4686,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a7e1-7000-a1e9-b561b5eff2c3"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 3, ""direction"": ""debit"", ""account_id"": ""01a07757-932e-71e2-a31e-2e5ad8fa96d0"", ""entry_type"": ""TEST_USD_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a785-7bd1-a8ec-aa6d49596145""}}",,2026-09-06 15:30:28.390981+00
11416bf0-199a-4660-ae10-5bc6caf5ef04,2675,"{""type"": ""transaction_created"", ""transaction"": {""id"": ""01a07757-a2ab-7e90-9a73-381b3fa62d08"", ""version"": 1, ""metadata"": {""foo"": ""bar""}, ""effective"": ""2026-09-06"", ""entry_ids"": [""01a07757-a2ad-7132-9c9a-dcb6f5ec65ab"", ""01a07757-a2ad-7132-9c9a-dcd9a35f9d68""], ""created_at"": ""2026-09-06T15:30:27.116464Z"", ""journal_id"": ""01a07757-9fb2-7d52-8bc6-bc50b332b733"", ""description"": null, ""external_id"": null, ""modified_at"": ""2026-09-06T15:30:27.116464Z"", ""correlation_id"": ""01a07757-a2ab-7e90-9a73-381b3fa62d08"", ""tx_template_id"": ""01a07757-a0d6-7892-8cc3-9da563b7fc76""}}",,2026-09-06 15:30:27.116464+00
114fdc76-cd7a-43d7-a110-b2bf08702349,918,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-9310-7272-93cd-3a85b54c98cb"", ""code"": ""LOCKCEIL-01a077579310727293cd3a9607156d48-152"", ""name"": ""lock ceiling 152"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
1163bea8-f62a-4e5a-81e5-b6c751fc9f7a,3538,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a313-71f1-823f-d2a22e9a1103"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 3, ""direction"": ""debit"", ""account_id"": ""01a07757-931c-7ca1-9d6f-316f7c956a91"", ""entry_type"": ""TEST_USD_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a224-7902-a4bd-386420a25e01""}}",,2026-09-06 15:30:27.026135+00
11676fa6-f09f-47d2-b479-3baf2cf22a6c,3887,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a596-7982-8aee-a5f076a26247"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": null, ""sequence"": 2, ""direction"": ""credit"", ""account_id"": ""01a07757-931f-7852-a7a0-9e55989ea11e"", ""entry_type"": ""TEST_BTC_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a537-74a3-a019-0d53f2ff7502""}}",,2026-09-06 15:30:27.812062+00
116abe60-892c-447a-89d4-e70def090187,854,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-930f-7fc0-b97b-646c8564dd8b"", ""code"": ""LOCKCEIL-01a07757930f7fc0b97b6473655a22dd-88"", ""name"": ""lock ceiling 88"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
116f7472-d526-40ab-a7de-e20262f95393,4504,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a7ba-7701-9852-bd9ff8187651"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 3, ""direction"": ""debit"", ""account_id"": ""01a07757-932d-7a30-ad58-6d0815876ea0"", ""entry_type"": ""TEST_USD_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a785-7bd1-a8ec-a8c7835f42ea""}}",,2026-09-06 15:30:28.390981+00
117d9e86-6346-47aa-abd2-0f2a7dd16089,2634,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a228-75e3-8bbf-b2bef2781bbd"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 4, ""direction"": ""credit"", ""account_id"": ""01a07757-9dcb-76e1-8828-1f242afd1d85"", ""entry_type"": ""TEST_USD_CR"", ""journal_id"": ""01a07757-99b6-7ff0-bf13-83dd6ad07a1e"", ""description"": null, ""transaction_id"": ""01a07757-a224-7902-a4bd-38cb66b63ce7""}}",,2026-09-06 15:30:26.982843+00
1184ffb9-1c77-4be0-8c6b-15dc7d24f8d5,1652,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-9bc7-7540-b775-5e8b42cba7c6"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 3, ""direction"": ""debit"", ""account_id"": ""01a07757-9abb-7a51-835e-7da2372de51e"", ""entry_type"": ""TEST_USD_DR"", ""journal_id"": ""01a07757-9506-7103-9ec6-09cbefd8da74"", ""description"": null, ""transaction_id"": ""01a07757-9bc1-71d3-83df-7e2b4fb75ce6""}}",,2026-09-06 15:30:25.349284+00
11876992-aa1d-4bf4-bf2b-b47acd1b2f73,3443,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a2f2-7982-b0dc-3769e51ea02f"", ""layer"": ""Pending"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 6, ""direction"": ""credit"", ""account_id"": ""01a07757-9313-7b02-923e-7edcb0b7556b"", ""entry_type"": ""TEST_USD_PENDING_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a224-7902-a4bd-3786cfd78a95""}}",,2026-09-06 15:30:27.026135+00
118f6e8e-c649-4b2a-a872-a18286195658,189,"{""type"": ""account_set_created"", ""account_set"": {""id"": ""01a07757-0d19-73d1-9125-7cd24207131e"", ""name"": ""batch-dense-50"", ""version"": 1, ""metadata"": null, ""journal_id"": ""01a07757-079f-7931-b396-6f33eb02fcb1"", ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:29:48.827521+00
11971b23-a739-45d6-839d-c1fe3f9639d8,2722,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a198-7481-9e98-8697c360001b"", ""layer"": ""Pending"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 6, ""direction"": ""credit"", ""account_id"": ""01a07757-9d0c-7a21-91f4-6213ed06ddd5"", ""entry_type"": ""TEST_USD_PENDING_CR"", ""journal_id"": ""01a07757-99b6-7ff0-bf13-83dd6ad07a1e"", ""description"": null, ""transaction_id"": ""01a07757-a18d-7ff2-bffa-fee9d55423b2""}}",,2026-09-06 15:30:26.832813+00
11a47b5e-f4a1-42c9-9cd7-cd355a461be5,1801,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a124-7ba0-8ffb-6cf0442bd031"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": null, ""sequence"": 2, ""direction"": ""credit"", ""account_id"": ""01a07757-9f1c-7f63-a99b-7056e80381fa"", ""entry_type"": ""TEST_BTC_CR"", ""journal_id"": ""01a07757-9b49-78d2-ba3e-8cb7e6c2f25d"", ""description"": null, ""transaction_id"": ""01a07757-a11e-79f3-8fda-209b14901762""}}",,2026-09-06 15:30:26.720279+00
11b6195f-347a-4dd8-9824-8bb6d0420504,1136,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-931c-7ca1-9d6f-32a0c0997d1f"", ""code"": ""LOCKCEIL-01a07757931c7ca19d6f32b6f131b5d3-370"", ""name"": ""lock ceiling 370"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
11cdfa77-49cd-4ab5-ad23-99041cd08629,3283,"{""type"": ""transaction_created"", ""transaction"": {""id"": ""01a07757-a223-7961-ab24-e149a647eca5"", ""version"": 1, ""metadata"": {""foo"": ""bar""}, ""effective"": ""2026-09-06"", ""entry_ids"": [""01a07757-a2bd-7763-ad08-16a06bf12ab1"", ""01a07757-a2be-7cb0-b55b-9bb852fcad54"", ""01a07757-a2be-7cb0-b55b-9bc13c8accea"", ""01a07757-a2be-7cb0-b55b-9bdae16cdf14"", ""01a07757-a2bf-76d1-89df-6d489bc45139"", ""01a07757-a2bf-76d1-89df-6d5113e46229""], ""created_at"": ""2026-09-06T15:30:27.026135Z"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""external_id"": null, ""modified_at"": ""2026-09-06T15:30:27.026135Z"", ""correlation_id"": ""01a07757-a223-7961-ab24-e149a647eca5"", ""tx_template_id"": ""01a07757-920b-70c0-aaa2-cdc1b16ae111""}}",,2026-09-06 15:30:27.026135+00
11f76ee9-59d9-4c01-ab1b-9327de76b4c7,2600,"{""type"": ""transaction_created"", ""transaction"": {""id"": ""01a07757-a1fe-7f63-8e40-7fffd30640a3"", ""version"": 1, ""metadata"": {""foo"": ""bar""}, ""effective"": ""2026-09-06"", ""entry_ids"": [""01a07757-a20c-7ab3-8f20-9656b9f8e50f"", ""01a07757-a20c-7ab3-8f20-966826bf8322""], ""created_at"": ""2026-09-06T15:30:26.943973Z"", ""journal_id"": ""01a07757-9fb2-7d52-8bc6-bc50b332b733"", ""description"": null, ""external_id"": null, ""modified_at"": ""2026-09-06T15:30:26.943973Z"", ""correlation_id"": ""01a07757-a1fe-7f63-8e40-7fffd30640a3"", ""tx_template_id"": ""01a07757-a0d6-7892-8cc3-9da563b7fc76""}}",,2026-09-06 15:30:26.943973+00
11fe2321-42f1-4522-b64f-0625c8090076,4281,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a5f0-7950-9732-1e0dc62bab76"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 4, ""direction"": ""credit"", ""account_id"": ""01a07757-9324-7242-8d26-636532d1bcc4"", ""entry_type"": ""TEST_USD_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a537-74a3-a019-10d2f12c16f2""}}",,2026-09-06 15:30:27.812062+00
11fe9934-36bd-4254-a091-51183b41b69e,2944,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a46b-7411-9aed-ffc90ee9fc45"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 4, ""direction"": ""credit"", ""account_id"": ""01a07757-9d99-75a1-ab8c-1e3d5be60add"", ""entry_type"": ""TEST_USD_CR"", ""journal_id"": ""01a07757-99b6-7ff0-bf13-83dd6ad07a1e"", ""description"": null, ""transaction_id"": ""01a07757-a462-7970-8bdb-7ac4f6b6e24a""}}",,2026-09-06 15:30:27.558052+00
