id,journal_id,name,external_id,created_at
01a07757-1656-7a60-9d7e-8954f4cf48b3,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-15,,2026-09-06 15:29:51.191078+00
01a07757-165f-7c73-b12e-fd76a6115742,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-16,,2026-09-06 15:29:51.200589+00
01a07757-1669-7d90-abfb-ee742e78ff2f,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-17,,2026-09-06 15:29:51.210548+00
01a07757-1683-7fd0-8e45-dc150c22c139,01a07757-1506-7320-b721-8aaf961a72a4,SET D,,2026-09-06 15:29:51.236284+00
01a07757-16ef-7a93-95d6-a1532be61a3e,01a07757-1413-7782-9896-4d0744916039,SET ONE,,2026-09-06 15:29:51.344662+00
01a07757-16fd-7962-9927-9f83f0014784,01a07757-1413-7782-9896-4d0744916039,SET TWO,,2026-09-06 15:29:51.357824+00
01a07757-1719-78e0-95e7-0139e77f4f79,01a07757-1413-7782-9896-4d0744916039,parent,,2026-09-06 15:29:51.385886+00
01a07757-18c6-71b3-a682-8ce4ff48a5de,01a07757-188b-7803-b9a9-ee97969e21e1,Target,,2026-09-06 15:29:51.814717+00
01a07757-3712-7a00-9b00-fd2916b3884c,01a07757-36d2-74a1-b38b-f19ee7674061,Recipient Set,,2026-09-06 15:29:59.571348+00
01a07757-97a2-7842-b767-ad5761d52c3a,01a07757-9102-7c80-b07f-9cfe7b06dc0a,SET A,,2026-09-06 15:30:24.293307+00
01a07757-97d9-72f2-ba56-681a89241c8d,01a07757-92e2-72f2-93f2-9c1020301029,SET B,,2026-09-06 15:30:24.347905+00
01a07757-b309-7140-a6cc-05135f5aeeaf,01a07757-b0fa-72a1-af99-605273fa43b7,Test Account Set MIdeIffIrR39KDrcOV4m0oREP91z9026,,2026-09-06 15:30:31.307266+00
01a07757-b309-7140-a6cc-052c99f2cbd2,01a07757-b0fa-72a1-af99-605273fa43b7,Test Account Set knpM63AsBkKYhdRYTcTXL8coJ9zU6hYc,,2026-09-06 15:30:31.307266+00
01a07757-b369-7b70-b2ca-d0f16fd1d1f8,01a07757-b0cc-7a73-9477-1f6162235881,Test Account Set r5IFNT0fFUkYfeaSmDIjqM0f6BWOaYz5,,2026-09-06 15:30:31.403563+00
01a07757-b4de-7ae1-a441-6e5a9cac06b3,01a07757-b0c8-7ea0-88b0-adc59c62c159,Test Sender Account Set o2dh9Zxo5VVNxgmjAVnsDbbphtjkIrER,,2026-09-06 15:30:31.782299+00
01a07757-b906-7403-809b-8429509edb34,01a07757-b8cc-7d73-8fc8-8d3b3bc43b72,Test Account Set St2l5Bt3nGRZjxSwFCBJz1PpXxKgnml4,,2026-09-06 15:30:32.839561+00
01a07757-b95c-7e11-a639-bd18d02cbb8a,01a07757-b924-7d11-bd7e-dd45440c1b67,Test Parent Account Set a3wjfhlP0mOwuwQKGyNVFrKOQBsoctJV,,2026-09-06 15:30:32.925505+00
01a07757-b97b-7df3-bd44-1d2ab49f3b66,01a07757-b924-7d11-bd7e-dd45440c1b67,Test Child Account Set i9RlhgrWiXTbJSV4NLmPkE3Ylto0X747,,2026-09-06 15:30:32.955535+00
